event_date,channel,trend
2024-10-10,Direct,1.20712328767123
2024-10-19,Direct,1.21
2024-10-21,Direct,1.21063926940639
2024-10-25,Direct,1.21191780821918
2024-10-27,Direct,1.21255707762557
2024-10-28,Direct,1.21287671232877
2024-10-29,Direct,1.21319634703196
2024-10-30,Direct,1.21351598173516
2024-11-03,Direct,1.21479452054795
2024-11-06,Direct,1.21575342465753
2024-11-07,Direct,1.21607305936073
2024-11-08,Direct,1.21639269406393
2024-11-09,Direct,1.21671232876712
2024-11-11,Direct,1.21735159817352
2024-11-16,Direct,1.2189497716895
2024-11-17,Direct,1.21926940639269
2024-11-19,Direct,1.21990867579909
2024-11-20,Direct,1.22022831050228
2024-11-24,Direct,1.22150684931507
2024-11-28,Direct,1.22278538812785
2024-12-03,Direct,1.22438356164384
2024-12-07,Direct,1.22566210045662
2024-12-08,Direct,1.22598173515982
2024-12-09,Direct,1.22630136986301
2024-12-14,Direct,1.227899543379
2024-12-15,Direct,1.22821917808219
2024-12-16,Direct,1.22853881278539
2024-12-17,Direct,1.22885844748858
2024-12-18,Direct,1.22917808219178
2024-12-19,Direct,1.22949771689498
2024-12-22,Direct,1.23045662100457
2024-12-23,Direct,1.23077625570776
2024-12-24,Direct,1.23109589041096
2024-12-29,Direct,1.23269406392694
2025-01-03,Direct,1.23429223744292
2025-01-04,Direct,1.23461187214612
2025-01-07,Direct,1.23557077625571
2025-01-08,Direct,1.2358904109589
2025-01-10,Direct,1.2365296803653
2025-01-12,Direct,1.23716894977169
2025-01-14,Direct,1.23780821917808
2025-01-15,Direct,1.23812785388128
2025-01-16,Direct,1.23844748858448
2025-01-18,Direct,1.23908675799087
2025-01-19,Direct,1.23940639269406
2025-01-20,Direct,1.23972602739726
2025-01-26,Direct,1.24164383561644
2025-01-27,Direct,1.24196347031963
2025-01-29,Direct,1.24260273972603
2025-01-30,Direct,1.24292237442922
2025-02-01,Direct,1.24356164383562
2025-02-02,Direct,1.24388127853881
2025-02-03,Direct,1.24420091324201
2025-02-08,Direct,1.24579908675799
2025-02-10,Direct,1.24643835616438
2025-02-11,Direct,1.24675799086758
2025-02-12,Direct,1.24707762557078
2025-02-15,Direct,1.24803652968037
2025-02-16,Direct,1.24835616438356
2025-02-20,Direct,1.24963470319635
2025-02-22,Direct,1.25027397260274
2025-02-23,Direct,1.25059360730594
2025-02-24,Direct,1.25091324200913
2025-02-27,Direct,1.25187214611872
2025-02-28,Direct,1.25219178082192
2025-03-01,Direct,1.25251141552511
2025-03-02,Direct,1.25283105022831
2025-03-03,Direct,1.25315068493151
2025-03-04,Direct,1.2534703196347
2025-03-05,Direct,1.2537899543379
2025-03-08,Direct,1.25474885844749
2025-03-09,Direct,1.25506849315068
2025-03-10,Direct,1.25538812785388
2025-03-11,Direct,1.25570776255708
2025-03-13,Direct,1.25634703196347
2025-03-15,Direct,1.25698630136986
2025-03-16,Direct,1.25730593607306
2025-03-17,Direct,1.25762557077626
2025-03-21,Direct,1.25890410958904
2025-03-23,Direct,1.25954337899543
2025-03-25,Direct,1.26018264840183
2025-03-26,Direct,1.26050228310502
2025-03-30,Direct,1.26178082191781
2025-04-02,Direct,1.2627397260274
2025-04-04,Direct,1.26337899543379
2025-04-05,Direct,1.26369863013699
2025-04-06,Direct,1.26401826484018
2025-04-07,Direct,1.26433789954338
2025-04-09,Direct,1.26497716894977
2025-04-10,Direct,1.26529680365297
2025-04-12,Direct,1.26593607305936
2025-04-14,Direct,1.26657534246575
2025-04-15,Direct,1.26689497716895
2025-04-16,Direct,1.26721461187215
2025-04-17,Direct,1.26753424657534
2025-04-19,Direct,1.26817351598174
2025-04-20,Direct,1.26849315068493
2025-04-21,Direct,1.26881278538813
2025-04-23,Direct,1.26945205479452
2025-04-24,Direct,1.26977168949772
2025-04-25,Direct,1.27009132420091
2025-04-27,Direct,1.27073059360731
2025-05-01,Direct,1.27200913242009
2025-05-02,Direct,1.27232876712329
2025-05-03,Direct,1.27264840182648
2025-05-04,Direct,1.27296803652968
2025-05-06,Direct,1.27360730593607
2025-05-10,Direct,1.27488584474886
2025-05-11,Direct,1.27520547945205
2025-05-15,Direct,1.27648401826484
2025-05-16,Direct,1.27680365296804
2025-05-19,Direct,1.27776255707763
2025-05-21,Direct,1.27840182648402
2025-05-23,Direct,1.27904109589041
2025-05-24,Direct,1.27936073059361
2025-05-25,Direct,1.2796803652968
2025-05-26,Direct,1.28
2025-05-27,Direct,1.2803196347032
2025-05-28,Direct,1.28063926940639
2025-05-29,Direct,1.28095890410959
2025-05-30,Direct,1.28127853881279
2025-05-31,Direct,1.28159817351598
2025-06-01,Direct,1.28191780821918
2025-06-03,Direct,1.28255707762557
2025-06-04,Direct,1.28287671232877
2025-06-09,Direct,1.28447488584475
2025-06-11,Direct,1.28511415525114
2025-06-12,Direct,1.28543378995434
2025-06-13,Direct,1.28575342465753
2025-06-14,Direct,1.28607305936073
2025-06-15,Direct,1.28639269406393
2025-06-16,Direct,1.28671232876712
2025-06-17,Direct,1.28703196347032
2025-06-18,Direct,1.28735159817352
2025-06-19,Direct,1.28767123287671
2025-06-22,Direct,1.2886301369863
2025-06-24,Direct,1.28926940639269
2025-06-26,Direct,1.28990867579909
2025-06-27,Direct,1.29022831050228
2025-06-30,Direct,1.29118721461187
2025-07-04,Direct,1.29246575342466
2025-07-05,Direct,1.29278538812785
2025-07-07,Direct,1.29342465753425
2025-07-08,Direct,1.29374429223744
2025-07-09,Direct,1.29406392694064
2025-07-10,Direct,1.29438356164384
2025-07-11,Direct,1.29470319634703
2025-07-12,Direct,1.29502283105023
2025-07-13,Direct,1.29534246575342
2025-07-17,Direct,1.29662100456621
2025-07-20,Direct,1.2975799086758
2025-07-26,Direct,1.29949771689498
2025-07-27,Direct,1.29981735159817
2025-07-29,Direct,1.30045662100457
2025-07-30,Direct,1.30077625570776
2025-08-02,Direct,1.30173515981735
2025-08-03,Direct,1.30205479452055
2025-08-07,Direct,1.30333333333333
2025-08-08,Direct,1.30365296803653
2025-08-11,Direct,1.30461187214612
2025-08-13,Direct,1.30525114155251
2025-08-14,Direct,1.30557077625571
2025-08-15,Direct,1.3058904109589
2025-08-16,Direct,1.3062100456621
2025-08-18,Direct,1.30684931506849
2025-08-19,Direct,1.30716894977169
2025-08-25,Direct,1.30908675799087
2025-08-26,Direct,1.30940639269406
2025-08-28,Direct,1.31004566210046
2025-09-01,Direct,1.31132420091324
2025-09-02,Direct,1.31164383561644
2025-09-03,Direct,1.31196347031963
2025-09-04,Direct,1.31228310502283
2025-09-08,Direct,1.31356164383562
2025-09-10,Direct,1.31420091324201
2025-09-11,Direct,1.31452054794521
2025-09-16,Direct,1.31611872146119
2025-09-21,Direct,1.31771689497717
2025-09-23,Direct,1.31835616438356
2025-09-25,Direct,1.31899543378995
2025-09-28,Direct,1.31995433789954
2025-09-29,Direct,1.32027397260274
2025-09-30,Direct,1.32059360730594
2025-10-01,Direct,1.32091324200913
2025-10-02,Direct,1.32123287671233
2025-10-03,Direct,1.32155251141553
2025-10-06,Direct,1.32251141552511
2025-10-07,Direct,1.32283105022831
2025-10-08,Direct,1.32315068493151
2025-10-11,Direct,1.3241095890411
2025-10-14,Direct,1.32506849315068
2025-10-15,Direct,1.32538812785388
2025-10-16,Direct,1.32570776255708
2025-10-20,Direct,1.32698630136986
2025-10-21,Direct,1.32730593607306
2025-10-22,Direct,1.32762557077626
2025-10-23,Direct,1.32794520547945
2025-10-24,Direct,1.32826484018265
2025-10-25,Direct,1.32858447488584
2025-10-26,Direct,1.32890410958904
2025-10-30,Direct,1.33018264840183
2025-11-01,Direct,1.33082191780822
2025-11-05,Direct,1.332100456621
2025-11-08,Direct,1.33305936073059
2025-11-09,Direct,1.33337899543379
2025-11-11,Direct,1.33401826484018
2025-11-12,Direct,1.33433789954338
2025-11-13,Direct,1.33465753424658
2025-11-15,Direct,1.33529680365297
2025-11-16,Direct,1.33561643835616
2025-11-17,Direct,1.33593607305936
2025-11-18,Direct,1.33625570776256
2025-11-20,Direct,1.33689497716895
2025-11-21,Direct,1.33721461187215
2025-11-23,Direct,1.33785388127854
2025-11-24,Direct,1.33817351598174
2025-11-26,Direct,1.33881278538813
2025-11-29,Direct,1.33977168949772
2025-12-03,Direct,1.3410502283105
2025-12-04,Direct,1.3413698630137
2025-12-06,Direct,1.34200913242009
2025-12-07,Direct,1.34232876712329
2025-12-09,Direct,1.34296803652968
2025-12-11,Direct,1.34360730593607
2025-12-14,Direct,1.34456621004566
2025-12-16,Direct,1.34520547945205
2025-12-17,Direct,1.34552511415525
2025-12-18,Direct,1.34584474885845
2025-12-19,Direct,1.34616438356164
2025-12-20,Direct,1.34648401826484
2025-12-21,Direct,1.34680365296804
2025-12-22,Direct,1.34712328767123
2025-12-24,Direct,1.34776255707763
2025-12-25,Direct,1.34808219178082
2025-12-27,Direct,1.34872146118721
2025-12-28,Direct,1.34904109589041
2025-12-29,Direct,1.34936073059361
2025-12-31,Direct,1.35
2023-01-01,Email,1
2023-01-05,Email,1.00127853881279
2023-01-06,Email,1.00159817351598
2023-01-07,Email,1.00191780821918
2023-01-10,Email,1.00287671232877
2023-01-11,Email,1.00319634703196
2023-01-12,Email,1.00351598173516
2023-01-16,Email,1.00479452054795
2023-01-22,Email,1.00671232876712
2023-01-24,Email,1.00735159817352
2023-01-25,Email,1.00767123287671
2023-01-28,Email,1.0086301369863
2023-01-29,Email,1.0089497716895
2023-01-30,Email,1.00926940639269
2023-02-02,Email,1.01022831050228
2023-02-03,Email,1.01054794520548
2023-02-05,Email,1.01118721461187
2023-02-08,Email,1.01214611872146
2023-02-10,Email,1.01278538812785
2023-02-12,Email,1.01342465753425
2023-02-13,Email,1.01374429223744
2023-02-14,Email,1.01406392694064
2023-02-17,Email,1.01502283105023
2023-02-21,Email,1.01630136986301
2023-02-23,Email,1.01694063926941
2023-03-02,Email,1.01917808219178
2023-03-03,Email,1.01949771689498
2023-03-04,Email,1.01981735159817
2023-03-05,Email,1.02013698630137
2023-03-06,Email,1.02045662100457
2023-03-09,Email,1.02141552511416
2023-03-11,Email,1.02205479452055
2023-03-13,Email,1.02269406392694
2023-03-20,Email,1.02493150684932
2023-03-22,Email,1.02557077625571
2023-03-23,Email,1.0258904109589
2023-03-24,Email,1.0262100456621
2023-03-25,Email,1.0265296803653
2023-03-27,Email,1.02716894977169
2023-03-30,Email,1.02812785388128
2023-04-01,Email,1.02876712328767
2023-04-03,Email,1.02940639269406
2023-04-04,Email,1.02972602739726
2023-04-05,Email,1.03004566210046
2023-04-07,Email,1.03068493150685
2023-04-09,Email,1.03132420091324
2023-04-10,Email,1.03164383561644
2023-04-11,Email,1.03196347031963
2023-04-12,Email,1.03228310502283
2023-04-13,Email,1.03260273972603
2023-04-18,Email,1.03420091324201
2023-04-19,Email,1.03452054794521
2023-04-21,Email,1.0351598173516
2023-04-23,Email,1.03579908675799
2023-05-01,Email,1.03835616438356
2023-05-04,Email,1.03931506849315
2023-05-05,Email,1.03963470319635
2023-05-06,Email,1.03995433789954
2023-05-08,Email,1.04059360730594
2023-05-10,Email,1.04123287671233
2023-05-11,Email,1.04155251141553
2023-05-13,Email,1.04219178082192
2023-05-15,Email,1.04283105022831
2023-05-16,Email,1.04315068493151
2023-05-17,Email,1.0434703196347
2023-05-18,Email,1.0437899543379
2023-05-19,Email,1.0441095890411
2023-05-21,Email,1.04474885844749
2023-05-23,Email,1.04538812785388
2023-05-24,Email,1.04570776255708
2023-05-26,Email,1.04634703196347
2023-05-28,Email,1.04698630136986
2023-05-30,Email,1.04762557077626
2023-05-31,Email,1.04794520547945
2023-06-01,Email,1.04826484018265
2023-06-02,Email,1.04858447488584
2023-06-03,Email,1.04890410958904
2023-06-04,Email,1.04922374429224
2023-06-05,Email,1.04954337899543
2023-06-06,Email,1.04986301369863
2023-06-07,Email,1.05018264840183
2023-06-08,Email,1.05050228310502
2023-06-10,Email,1.05114155251142
2023-06-11,Email,1.05146118721461
2023-06-12,Email,1.05178082191781
2023-06-14,Email,1.0524200913242
2023-06-15,Email,1.0527397260274
2023-06-16,Email,1.05305936073059
2023-06-18,Email,1.05369863013699
2023-06-19,Email,1.05401826484018
2023-06-20,Email,1.05433789954338
2023-06-25,Email,1.05593607305936
2023-06-26,Email,1.05625570776256
2023-06-27,Email,1.05657534246575
2023-06-28,Email,1.05689497716895
2023-06-30,Email,1.05753424657534
2023-07-01,Email,1.05785388127854
2023-07-02,Email,1.05817351598174
2023-07-03,Email,1.05849315068493
2023-07-06,Email,1.05945205479452
2023-07-07,Email,1.05977168949772
2023-07-08,Email,1.06009132420091
2023-07-09,Email,1.06041095890411
2023-07-13,Email,1.06168949771689
2023-07-14,Email,1.06200913242009
2023-07-16,Email,1.06264840182648
2023-07-17,Email,1.06296803652968
2023-07-19,Email,1.06360730593607
2023-07-23,Email,1.06488584474886
2023-07-24,Email,1.06520547945205
2023-07-25,Email,1.06552511415525
2023-07-26,Email,1.06584474885845
2023-07-27,Email,1.06616438356164
2023-07-29,Email,1.06680365296804
2023-07-30,Email,1.06712328767123
2023-07-31,Email,1.06744292237443
2023-08-01,Email,1.06776255707763
2023-08-03,Email,1.06840182648402
2023-08-05,Email,1.06904109589041
2023-08-10,Email,1.07063926940639
2023-08-12,Email,1.07127853881279
2023-08-13,Email,1.07159817351598
2023-08-14,Email,1.07191780821918
2023-08-16,Email,1.07255707762557
2023-08-17,Email,1.07287671232877
2023-08-18,Email,1.07319634703196
2023-08-20,Email,1.07383561643836
2023-08-21,Email,1.07415525114155
2023-08-22,Email,1.07447488584475
2023-08-24,Email,1.07511415525114
2023-08-28,Email,1.07639269406393
2023-08-29,Email,1.07671232876712
2023-09-02,Email,1.07799086757991
2023-09-06,Email,1.07926940639269
2023-09-13,Email,1.08150684931507
2023-09-14,Email,1.08182648401826
2023-09-15,Email,1.08214611872146
2023-09-16,Email,1.08246575342466
2023-09-17,Email,1.08278538812785
2023-09-18,Email,1.08310502283105
2023-09-19,Email,1.08342465753425
2023-09-20,Email,1.08374429223744
2023-09-21,Email,1.08406392694064
2023-09-23,Email,1.08470319634703
2023-09-27,Email,1.08598173515982
2023-09-28,Email,1.08630136986301
2023-09-29,Email,1.08662100456621
2023-09-30,Email,1.08694063926941
2023-10-01,Email,1.0872602739726
2023-10-04,Email,1.08821917808219
2023-10-06,Email,1.08885844748858
2023-10-08,Email,1.08949771689498
2023-10-10,Email,1.09013698630137
2023-10-11,Email,1.09045662100457
2023-10-12,Email,1.09077625570776
2023-10-13,Email,1.09109589041096
2023-10-17,Email,1.09237442922374
2023-10-19,Email,1.09301369863014
2023-10-20,Email,1.09333333333333
2023-10-21,Email,1.09365296803653
2023-10-24,Email,1.09461187214612
2023-10-25,Email,1.09493150684932
2023-10-26,Email,1.09525114155251
2023-10-27,Email,1.09557077625571
2023-10-31,Email,1.09684931506849
2023-11-03,Email,1.09780821917808
2023-11-04,Email,1.09812785388128
2023-11-06,Email,1.09876712328767
2023-11-07,Email,1.09908675799087
2023-11-09,Email,1.09972602739726
2023-11-10,Email,1.10004566210046
2023-11-16,Email,1.10196347031963
2023-11-17,Email,1.10228310502283
2023-11-18,Email,1.10260273972603
2023-11-19,Email,1.10292237442922
2023-11-22,Email,1.10388127853881
2023-11-23,Email,1.10420091324201
2023-11-26,Email,1.1051598173516
2023-11-28,Email,1.10579908675799
2023-11-30,Email,1.10643835616438
2023-12-02,Email,1.10707762557078
2023-12-06,Email,1.10835616438356
2023-12-08,Email,1.10899543378995
2023-12-12,Email,1.11027397260274
2023-12-15,Email,1.11123287671233
2023-12-20,Email,1.11283105022831
2023-12-21,Email,1.11315068493151
2023-12-22,Email,1.1134703196347
2023-12-24,Email,1.1141095890411
2023-12-25,Email,1.11442922374429
2023-12-26,Email,1.11474885844749
2023-12-27,Email,1.11506849315068
2023-12-29,Email,1.11570776255708
2023-12-30,Email,1.11602739726027
2024-01-01,Email,1.11666666666667
2024-01-03,Email,1.11730593607306
2024-01-04,Email,1.11762557077626
2024-01-06,Email,1.11826484018265
2024-01-08,Email,1.11890410958904
2024-01-09,Email,1.11922374429224
2024-01-11,Email,1.11986301369863
2024-01-12,Email,1.12018264840183
2024-01-14,Email,1.12082191780822
2024-01-16,Email,1.12146118721461
2024-01-19,Email,1.1224200913242
2024-01-26,Email,1.12465753424658
2024-01-27,Email,1.12497716894977
2024-01-28,Email,1.12529680365297
2024-02-01,Email,1.12657534246575
2024-02-02,Email,1.12689497716895
2024-02-04,Email,1.12753424657534
2024-02-05,Email,1.12785388127854
2024-02-06,Email,1.12817351598174
2024-02-08,Email,1.12881278538813
2024-02-09,Email,1.12913242009132
2024-02-10,Email,1.12945205479452
2024-02-11,Email,1.12977168949772
2024-02-12,Email,1.13009132420091
2024-02-13,Email,1.13041095890411
2024-02-14,Email,1.13073059360731
2024-02-15,Email,1.1310502283105
2024-02-17,Email,1.1316894977169
2024-02-19,Email,1.13232876712329
2024-02-24,Email,1.13392694063927
2024-02-25,Email,1.13424657534247
2024-02-26,Email,1.13456621004566
2024-03-03,Email,1.13648401826484
2024-03-05,Email,1.13712328767123
2024-03-06,Email,1.13744292237443
2024-03-08,Email,1.13808219178082
2024-03-12,Email,1.13936073059361
2024-03-13,Email,1.1396803652968
2024-03-14,Email,1.14
2024-03-16,Email,1.14063926940639
2024-03-17,Email,1.14095890410959
2024-03-18,Email,1.14127853881279
2024-03-19,Email,1.14159817351598
2024-03-20,Email,1.14191780821918
2024-03-22,Email,1.14255707762557
2024-03-23,Email,1.14287671232877
2024-03-24,Email,1.14319634703196
2024-03-26,Email,1.14383561643836
2024-03-28,Email,1.14447488584475
2024-04-02,Email,1.14607305936073
2024-04-03,Email,1.14639269406393
2024-04-05,Email,1.14703196347032
2024-04-06,Email,1.14735159817352
2024-04-07,Email,1.14767123287671
2024-04-10,Email,1.1486301369863
2024-04-14,Email,1.14990867579909
2024-04-15,Email,1.15022831050228
2024-04-16,Email,1.15054794520548
2024-04-17,Email,1.15086757990868
2024-04-19,Email,1.15150684931507
2024-04-24,Email,1.15310502283105
2024-04-26,Email,1.15374429223744
2024-04-29,Email,1.15470319634703
2024-04-30,Email,1.15502283105023
2024-05-01,Email,1.15534246575342
2024-05-02,Email,1.15566210045662
2024-05-05,Email,1.15662100456621
2024-05-06,Email,1.15694063926941
2024-05-08,Email,1.1575799086758
2024-05-13,Email,1.15917808219178
2024-05-15,Email,1.15981735159817
2024-05-19,Email,1.16109589041096
2024-05-21,Email,1.16173515981735
2024-05-22,Email,1.16205479452055
2024-05-23,Email,1.16237442922374
2024-05-26,Email,1.16333333333333
2024-05-29,Email,1.16429223744292
2024-05-30,Email,1.16461187214612
2024-06-02,Email,1.16557077625571
2024-06-03,Email,1.1658904109589
2024-06-05,Email,1.1665296803653
2024-06-08,Email,1.16748858447489
2024-06-09,Email,1.16780821917808
2024-06-10,Email,1.16812785388128
2024-06-11,Email,1.16844748858448
2024-06-13,Email,1.16908675799087
2024-06-16,Email,1.17004566210046
2024-06-17,Email,1.17036529680365
2024-06-18,Email,1.17068493150685
2024-06-19,Email,1.17100456621005
2024-06-21,Email,1.17164383561644
2024-06-25,Email,1.17292237442922
2024-06-26,Email,1.17324200913242
2024-06-28,Email,1.17388127853881
2024-07-03,Email,1.17547945205479
2024-07-04,Email,1.17579908675799
2024-07-06,Email,1.17643835616438
2024-07-07,Email,1.17675799086758
2024-07-09,Email,1.17739726027397
2024-07-10,Email,1.17771689497717
2024-07-13,Email,1.17867579908676
2024-07-14,Email,1.17899543378995
2024-07-15,Email,1.17931506849315
2024-07-16,Email,1.17963470319635
2024-07-19,Email,1.18059360730594
2024-07-20,Email,1.18091324200913
2024-07-25,Email,1.18251141552511
2024-07-26,Email,1.18283105022831
2024-07-27,Email,1.18315068493151
2024-07-28,Email,1.1834703196347
2024-07-30,Email,1.1841095890411
2024-08-02,Email,1.18506849315069
2024-08-04,Email,1.18570776255708
2024-08-08,Email,1.18698630136986
2024-08-10,Email,1.18762557077626
2024-08-12,Email,1.18826484018265
2024-08-13,Email,1.18858447488584
2024-08-14,Email,1.18890410958904
2024-08-21,Email,1.19114155251142
2024-08-23,Email,1.19178082191781
2024-08-28,Email,1.19337899543379
2024-08-29,Email,1.19369863013699
2024-08-31,Email,1.19433789954338
2024-09-02,Email,1.19497716894977
2024-09-03,Email,1.19529680365297
2024-09-06,Email,1.19625570776256
2024-09-09,Email,1.19721461187215
2024-09-10,Email,1.19753424657534
2024-09-12,Email,1.19817351598174
2024-09-14,Email,1.19881278538813
2024-09-15,Email,1.19913242009132
2024-09-18,Email,1.20009132420091
2024-09-19,Email,1.20041095890411
2024-09-21,Email,1.2010502283105
2024-09-23,Email,1.2016894977169
2024-09-24,Email,1.20200913242009
2024-09-25,Email,1.20232876712329
2024-09-29,Email,1.20360730593607
2024-10-01,Email,1.20424657534247
2024-10-04,Email,1.20520547945205
2024-10-06,Email,1.20584474885845
2024-10-07,Email,1.20616438356164
2024-10-08,Email,1.20648401826484
2024-10-09,Email,1.20680365296804
2024-10-13,Email,1.20808219178082
2024-10-17,Email,1.20936073059361
2024-10-19,Email,1.21
2024-10-20,Email,1.2103196347032
2024-10-21,Email,1.21063926940639
2024-10-26,Email,1.21223744292237
2024-10-28,Email,1.21287671232877
2024-10-30,Email,1.21351598173516
2024-11-01,Email,1.21415525114155
2024-11-02,Email,1.21447488584475
2024-11-03,Email,1.21479452054795
2024-11-05,Email,1.21543378995434
2024-11-06,Email,1.21575342465753
2024-11-07,Email,1.21607305936073
2024-11-09,Email,1.21671232876712
2024-11-11,Email,1.21735159817352
2024-11-12,Email,1.21767123287671
2024-11-14,Email,1.21831050228311
2024-11-15,Email,1.2186301369863
2024-11-16,Email,1.2189497716895
2024-11-17,Email,1.21926940639269
2024-11-20,Email,1.22022831050228
2024-11-21,Email,1.22054794520548
2024-11-22,Email,1.22086757990868
2024-11-23,Email,1.22118721461187
2024-11-24,Email,1.22150684931507
2024-11-26,Email,1.22214611872146
2024-11-28,Email,1.22278538812785
2024-11-30,Email,1.22342465753425
2024-12-01,Email,1.22374429223744
2024-12-03,Email,1.22438356164384
2024-12-04,Email,1.22470319634703
2024-12-06,Email,1.22534246575342
2024-12-10,Email,1.22662100456621
2024-12-12,Email,1.2272602739726
2024-12-13,Email,1.2275799086758
2024-12-18,Email,1.22917808219178
2024-12-19,Email,1.22949771689498
2024-12-20,Email,1.22981735159817
2024-12-21,Email,1.23013698630137
2024-12-24,Email,1.23109589041096
2024-12-25,Email,1.23141552511416
2024-12-28,Email,1.23237442922374
2024-12-30,Email,1.23301369863014
2025-01-01,Email,1.23365296803653
2025-01-04,Email,1.23461187214612
2025-01-05,Email,1.23493150684932
2025-01-06,Email,1.23525114155251
2025-01-11,Email,1.23684931506849
2025-01-13,Email,1.23748858447489
2025-01-14,Email,1.23780821917808
2025-01-15,Email,1.23812785388128
2025-01-18,Email,1.23908675799087
2025-01-20,Email,1.23972602739726
2025-01-21,Email,1.24004566210046
2025-01-25,Email,1.24132420091324
2025-01-26,Email,1.24164383561644
2025-01-27,Email,1.24196347031963
2025-01-28,Email,1.24228310502283
2025-01-29,Email,1.24260273972603
2025-01-30,Email,1.24292237442922
2025-01-31,Email,1.24324200913242
2025-02-03,Email,1.24420091324201
2025-02-05,Email,1.2448401826484
2025-02-09,Email,1.24611872146119
2025-02-12,Email,1.24707762557078
2025-02-16,Email,1.24835616438356
2025-02-18,Email,1.24899543378995
2025-02-19,Email,1.24931506849315
2025-02-23,Email,1.25059360730594
2025-02-24,Email,1.25091324200913
2025-02-25,Email,1.25123287671233
2025-03-03,Email,1.25315068493151
2025-03-06,Email,1.2541095890411
2025-03-07,Email,1.25442922374429
2025-03-08,Email,1.25474885844749
2025-03-09,Email,1.25506849315068
2025-03-10,Email,1.25538812785388
2025-03-12,Email,1.25602739726027
2025-03-14,Email,1.25666666666667
2025-03-15,Email,1.25698630136986
2025-03-16,Email,1.25730593607306
2025-03-19,Email,1.25826484018265
2025-03-21,Email,1.25890410958904
2025-03-22,Email,1.25922374429224
2025-03-24,Email,1.25986301369863
2025-03-25,Email,1.26018264840183
2025-03-27,Email,1.26082191780822
2025-03-28,Email,1.26114155251142
2025-04-01,Email,1.2624200913242
2025-04-02,Email,1.2627397260274
2025-04-04,Email,1.26337899543379
2025-04-05,Email,1.26369863013699
2025-04-08,Email,1.26465753424658
2025-04-10,Email,1.26529680365297
2025-04-13,Email,1.26625570776256
2025-04-14,Email,1.26657534246575
2025-04-15,Email,1.26689497716895
2025-04-16,Email,1.26721461187215
2025-04-17,Email,1.26753424657534
2025-04-18,Email,1.26785388127854
2025-04-20,Email,1.26849315068493
2025-04-21,Email,1.26881278538813
2025-04-22,Email,1.26913242009132
2025-04-23,Email,1.26945205479452
2025-04-25,Email,1.27009132420091
2025-04-28,Email,1.2710502283105
2025-04-29,Email,1.2713698630137
2025-04-30,Email,1.2716894977169
2025-05-03,Email,1.27264840182648
2025-05-04,Email,1.27296803652968
2025-05-08,Email,1.27424657534247
2025-05-09,Email,1.27456621004566
2025-05-10,Email,1.27488584474886
2025-05-12,Email,1.27552511415525
2025-05-14,Email,1.27616438356164
2025-05-19,Email,1.27776255707763
2025-05-20,Email,1.27808219178082
2025-05-23,Email,1.27904109589041
2025-05-24,Email,1.27936073059361
2025-05-25,Email,1.2796803652968
2025-05-26,Email,1.28
2025-05-27,Email,1.2803196347032
2025-05-28,Email,1.28063926940639
2025-05-29,Email,1.28095890410959
2025-05-30,Email,1.28127853881279
2025-06-02,Email,1.28223744292237
2025-06-04,Email,1.28287671232877
2025-06-05,Email,1.28319634703196
2025-06-09,Email,1.28447488584475
2025-06-10,Email,1.28479452054795
2025-06-11,Email,1.28511415525114
2025-06-12,Email,1.28543378995434
2025-06-13,Email,1.28575342465753
2025-06-15,Email,1.28639269406393
2025-06-16,Email,1.28671232876712
2025-06-17,Email,1.28703196347032
2025-06-18,Email,1.28735159817352
2025-06-19,Email,1.28767123287671
2025-06-21,Email,1.28831050228311
2025-06-22,Email,1.2886301369863
2025-06-23,Email,1.2889497716895
2025-06-24,Email,1.28926940639269
2025-06-26,Email,1.28990867579909
2025-06-28,Email,1.29054794520548
2025-06-29,Email,1.29086757990868
2025-06-30,Email,1.29118721461187
2025-07-03,Email,1.29214611872146
2025-07-05,Email,1.29278538812785
2025-07-12,Email,1.29502283105023
2025-07-14,Email,1.29566210045662
2025-07-15,Email,1.29598173515982
2025-07-16,Email,1.29630136986301
2025-07-21,Email,1.297899543379
2025-07-23,Email,1.29853881278539
2025-07-25,Email,1.29917808219178
2025-07-26,Email,1.29949771689498
2025-07-27,Email,1.29981735159817
2025-07-28,Email,1.30013698630137
2025-07-29,Email,1.30045662100457
2025-07-31,Email,1.30109589041096
2025-08-01,Email,1.30141552511416
2025-08-02,Email,1.30173515981735
2025-08-03,Email,1.30205479452055
2025-08-04,Email,1.30237442922374
2025-08-05,Email,1.30269406392694
2025-08-06,Email,1.30301369863014
2025-08-10,Email,1.30429223744292
2025-08-12,Email,1.30493150684932
2025-08-13,Email,1.30525114155251
2025-08-14,Email,1.30557077625571
2025-08-16,Email,1.3062100456621
2025-08-18,Email,1.30684931506849
2025-08-20,Email,1.30748858447489
2025-08-21,Email,1.30780821917808
2025-08-22,Email,1.30812785388128
2025-08-24,Email,1.30876712328767
2025-08-25,Email,1.30908675799087
2025-08-27,Email,1.30972602739726
2025-08-28,Email,1.31004566210046
2025-08-29,Email,1.31036529680365
2025-08-31,Email,1.31100456621005
2025-09-01,Email,1.31132420091324
2025-09-03,Email,1.31196347031963
2025-09-04,Email,1.31228310502283
2025-09-05,Email,1.31260273972603
2025-09-08,Email,1.31356164383562
2025-09-10,Email,1.31420091324201
2025-09-11,Email,1.31452054794521
